gender,age,attendance,study_hours,sleep_hours,social_media_hours,physical_activity,mental_health,internet_quality,motivation_level,parental_education,family_income,part_time_job,previous_scores,exam_score
Male,20.0,71.0,26.0,8.0,2.5,3,5.0,Good,Medium,College,Medium,No,99.0,68.0
Female,20.0,78.0,23.0,6.0,2.5,3,5.0,Good,High,Postgraduate,Low,No,54.0,67.0
Male,20.0,63.0,13.0,6.0,2.5,4,5.0,Good,High,Postgraduate,Medium,No,55.0,62.0
Female,20.0,71.0,18.0,7.0,2.5,5,5.0,Good,High,College,High,No,72.0,66.0
Male,20.0,91.0,15.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,80.0,69.0
Male,20.0,66.0,28.0,10.0,2.5,3,5.0,Good,Low,High School,Low,No,52.0,64.0
Male,20.0,86.0,13.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,58.0,63.0
Male,20.0,97.0,25.0,5.0,2.5,2,5.0,Good,Medium,High School,High,No,85.0,74.0
Male,20.0,87.0,25.0,8.0,2.5,4,5.0,Good,Medium,College,Medium,No,83.0,72.0
Male,20.0,92.0,31.0,9.0,2.5,3,5.0,Good,Medium,College,Low,No,54.0,71.0
Female,20.0,64.0,18.0,9.0,2.5,3,5.0,Good,Medium,High School,Medium,No,97.0,64.0
Male,20.0,70.0,24.0,6.0,2.5,3,5.0,Good,Low,High School,Low,No,63.0,65.0
Female,20.0,96.0,34.0,5.0,2.5,5,5.0,Good,High,High School,Medium,No,94.0,75.0
Male,20.0,89.0,16.0,9.0,2.5,3,5.0,Good,Medium,College,Medium,No,96.0,69.0
Female,20.0,86.0,11.0,5.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,75.0,65.0
Male,20.0,87.0,9.0,8.0,2.5,1,5.0,Good,Low,College,Low,No,71.0,60.0
Male,20.0,77.0,24.0,6.0,2.5,4,5.0,Good,Medium,High School,High,No,64.0,69.0
Male,20.0,62.0,9.0,9.0,2.5,4,5.0,Good,High,College,High,No,90.0,65.0
Male,20.0,91.0,18.0,5.0,2.5,4,5.0,Good,Low,High School,High,No,60.0,67.0
Female,20.0,87.0,23.0,6.0,2.5,2,5.0,Good,Low,High School,Medium,No,81.0,70.0
Female,20.0,79.0,21.0,8.0,2.5,4,5.0,Good,Low,College,Low,No,78.0,66.0
Female,20.0,96.0,23.0,8.0,2.5,4,5.0,Good,Medium,High School,Low,No,62.0,69.0
Male,20.0,73.0,21.0,9.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,99.0,69.0
Female,20.0,72.0,28.0,8.0,2.5,2,5.0,Good,Low,High School,Medium,No,92.0,68.0
Female,20.0,95.0,14.0,8.0,2.5,4,5.0,Good,Medium,College,Medium,No,51.0,70.0
Female,20.0,92.0,16.0,9.0,2.5,2,5.0,Good,High,High School,Low,No,71.0,66.0
Female,20.0,81.0,15.0,5.0,2.5,3,5.0,Good,Low,High School,Medium,No,68.0,65.0
Male,20.0,65.0,25.0,6.0,2.5,4,5.0,Good,Medium,College,Low,No,94.0,65.0
Male,20.0,69.0,25.0,5.0,2.5,2,5.0,Good,Medium,High School,High,No,63.0,65.0
Male,20.0,86.0,23.0,4.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,100.0,69.0
Female,20.0,75.0,27.0,8.0,2.5,2,5.0,Good,Medium,Postgraduate,Medium,No,60.0,69.0
Male,20.0,93.0,13.0,9.0,2.5,3,5.0,Good,Low,High School,Low,No,62.0,65.0
Female,20.0,98.0,30.0,8.0,2.5,3,5.0,Good,High,High School,Low,No,83.0,76.0
Male,20.0,92.0,29.0,8.0,2.5,3,5.0,Good,Low,College,Medium,No,58.0,72.0
Male,20.0,75.0,24.0,7.0,2.5,4,5.0,Good,Medium,High School,Medium,No,94.0,67.0
Male,20.0,92.0,31.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,55.0,74.0
Male,20.0,74.0,10.0,10.0,2.5,3,5.0,Good,High,College,Medium,No,99.0,66.0
Female,20.0,67.0,17.0,9.0,2.5,3,5.0,Good,Medium,High School,Low,No,94.0,66.0
Male,20.0,61.0,16.0,6.0,2.5,3,5.0,Good,High,High School,High,No,92.0,66.0
Female,20.0,75.0,24.0,9.0,2.5,5,5.0,Good,High,College,High,No,70.0,71.0
Male,20.0,96.0,14.0,9.0,2.5,3,5.0,Good,Medium,High School,Low,No,76.0,66.0
Male,20.0,70.0,25.0,8.0,2.5,2,5.0,Good,High,Postgraduate,Low,No,73.0,65.0
Female,20.0,68.0,28.0,8.0,2.5,3,5.0,Good,Medium,High School,High,No,99.0,69.0
Male,20.0,99.0,24.0,8.0,2.5,2,5.0,Good,Low,High School,Low,No,52.0,69.0
Female,20.0,61.0,22.0,5.0,2.5,2,5.0,Good,Low,High School,Low,No,69.0,63.0
Female,20.0,91.0,14.0,5.0,2.5,3,5.0,Good,High,High School,High,No,98.0,68.0
Female,20.0,73.0,15.0,8.0,2.5,3,5.0,Good,Medium,High School,High,No,68.0,64.0
Male,20.0,61.0,27.0,5.0,2.5,2,5.0,Good,Medium,College,Low,No,70.0,64.0
Male,20.0,97.0,25.0,5.0,2.5,5,5.0,Good,High,College,Low,No,82.0,73.0
Female,20.0,66.0,20.0,4.0,2.5,2,5.0,Good,High,High School,High,No,95.0,66.0
Female,20.0,82.0,17.0,6.0,2.5,3,5.0,Good,Low,High School,Low,No,65.0,67.0
Female,20.0,71.0,8.0,8.0,2.5,1,5.0,Good,Medium,High School,Medium,No,97.0,63.0
Male,20.0,63.0,14.0,8.0,2.5,3,5.0,Good,High,High School,Low,No,64.0,61.0
Male,20.0,62.0,31.0,8.0,2.5,4,5.0,Good,High,High School,High,No,91.0,71.0
Female,20.0,65.0,12.0,6.0,2.5,3,5.0,Good,Medium,College,Medium,No,64.0,61.0
Female,20.0,63.0,21.0,7.0,2.5,3,5.0,Good,Low,College,Medium,No,54.0,62.0
Male,20.0,90.0,26.0,8.0,2.5,4,5.0,Good,Medium,High School,High,No,91.0,74.0
Male,20.0,79.0,12.0,8.0,2.5,4,5.0,Good,Medium,High School,Medium,No,73.0,65.0
Female,20.0,74.0,21.0,6.0,2.5,3,5.0,Good,Low,High School,Low,No,70.0,64.0
Male,20.0,77.0,26.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,71.0,66.0
Male,20.0,97.0,20.0,4.0,2.5,2,5.0,Good,Medium,High School,Medium,No,81.0,72.0
Male,20.0,96.0,37.0,7.0,2.5,4,5.0,Good,Medium,High School,Medium,No,63.0,76.0
Male,20.0,89.0,10.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,62.0,67.0
Female,20.0,95.0,26.0,9.0,2.5,3,5.0,Good,Low,High School,Low,No,74.0,71.0
Male,20.0,73.0,19.0,6.0,2.5,3,5.0,Good,Medium,High School,Medium,No,52.0,65.0
Male,20.0,75.0,25.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,82.0,68.0
Male,20.0,85.0,23.0,6.0,2.5,3,5.0,Good,Low,High School,Low,No,91.0,68.0
Male,20.0,85.0,16.0,6.0,2.5,2,5.0,Good,Low,High School,High,No,86.0,67.0
Female,20.0,79.0,21.0,8.0,2.5,2,5.0,Good,Medium,High School,Low,No,73.0,64.0
Male,20.0,76.0,9.0,6.0,2.5,4,5.0,Good,Low,Postgraduate,Medium,No,78.0,60.0
Male,20.0,99.0,24.0,10.0,2.5,3,5.0,Good,Low,High School,Low,No,51.0,70.0
Male,20.0,93.0,22.0,4.0,2.5,2,5.0,Good,High,College,High,No,96.0,73.0
Male,20.0,77.0,24.0,8.0,2.5,3,5.0,Good,Low,High School,High,No,78.0,69.0
Male,20.0,89.0,26.0,7.0,2.5,5,5.0,Good,Medium,College,Low,No,66.0,70.0
Male,20.0,71.0,22.0,7.0,2.5,3,5.0,Good,Low,College,Low,No,65.0,64.0
Female,20.0,64.0,21.0,7.0,2.5,3,5.0,Good,High,High School,Low,No,83.0,64.0
Male,20.0,74.0,15.0,8.0,2.5,3,5.0,Good,Medium,College,High,No,79.0,65.0
Female,20.0,76.0,16.0,7.0,2.5,2,5.0,Good,Low,College,Low,No,59.0,62.0
Male,20.0,61.0,27.0,9.0,2.5,2,5.0,Good,Medium,High School,Medium,No,70.0,64.0
Male,20.0,93.0,29.0,7.0,2.5,3,5.0,Good,Medium,College,High,No,84.0,72.0
Male,20.0,74.0,19.0,5.0,2.5,3,5.0,Good,High,High School,Low,No,65.0,64.0
Female,20.0,83.0,20.0,7.0,2.5,4,5.0,Good,Medium,High School,Medium,No,75.0,67.0
Male,20.0,63.0,15.0,9.0,2.5,3,5.0,Good,Low,College,High,No,63.0,64.0
Male,20.0,67.0,27.0,6.0,2.5,2,5.0,Good,Medium,High School,Medium,No,54.0,61.0
Male,20.0,96.0,24.0,5.0,2.5,4,5.0,Good,Medium,High School,Low,No,69.0,72.0
Male,20.0,84.0,32.0,8.0,2.5,1,5.0,Good,Medium,High School,Medium,No,87.0,70.0
Female,20.0,98.0,15.0,8.0,2.5,2,5.0,Good,Medium,High School,Low,No,61.0,70.0
Male,20.0,100.0,18.0,6.0,2.5,2,5.0,Good,Medium,College,Medium,No,88.0,71.0
Female,20.0,75.0,21.0,7.0,2.5,2,5.0,Good,Low,College,Medium,No,83.0,68.0
Female,20.0,72.0,24.0,7.0,2.5,2,5.0,Good,Medium,College,High,No,75.0,68.0
Male,20.0,94.0,19.0,7.0,2.5,1,5.0,Good,Medium,High School,Low,No,99.0,70.0
Male,20.0,100.0,15.0,8.0,2.5,3,5.0,Good,High,College,Medium,No,94.0,73.0
Female,20.0,85.0,25.0,6.0,2.5,1,5.0,Good,Low,High School,Medium,No,78.0,69.0
Male,20.0,92.0,24.0,8.0,2.5,3,5.0,Good,High,High School,Medium,No,78.0,71.0
Male,20.0,91.0,15.0,6.0,2.5,3,5.0,Good,Low,High School,Low,No,64.0,64.0
Female,20.0,74.0,28.0,9.0,2.5,3,5.0,Good,Low,High School,Medium,No,96.0,68.0
Female,20.0,83.0,27.0,10.0,2.5,4,5.0,Good,Medium,High School,High,No,95.0,69.0
Female,20.0,93.0,21.0,6.0,2.5,2,5.0,Good,Medium,High School,Low,No,87.0,70.0
Female,20.0,88.0,20.0,5.0,2.5,4,5.0,Good,Medium,High School,Low,No,56.0,67.0
Male,20.0,61.0,23.0,8.0,2.5,0,5.0,Good,Medium,High School,Medium,No,85.0,66.0
Male,20.0,73.0,15.0,7.0,2.5,5,5.0,Good,Medium,Postgraduate,Medium,No,63.0,65.0
Male,20.0,66.0,20.0,8.0,2.5,3,5.0,Good,Low,College,Medium,No,59.0,66.0
Female,20.0,69.0,7.0,6.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,88.0,61.0
Female,20.0,96.0,25.0,7.0,2.5,2,5.0,Good,Medium,High School,Low,No,98.0,71.0
Male,20.0,61.0,11.0,6.0,2.5,3,5.0,Good,Medium,High School,High,No,55.0,60.0
Male,20.0,69.0,29.0,7.0,2.5,2,5.0,Good,Medium,College,Low,No,58.0,66.0
Male,20.0,72.0,18.0,5.0,2.5,4,5.0,Good,Low,College,Medium,No,61.0,61.0
Female,20.0,85.0,19.0,7.0,2.5,3,5.0,Good,High,High School,Medium,No,98.0,68.0
Male,20.0,81.0,16.0,5.0,2.5,3,5.0,Good,High,College,Low,No,85.0,68.0
Male,20.0,69.0,18.0,6.0,2.5,4,5.0,Good,Medium,High School,Low,No,84.0,65.0
Female,20.0,67.0,29.0,7.0,2.5,1,5.0,Good,Medium,High School,Low,No,75.0,65.0
Female,20.0,69.0,5.0,8.0,2.5,2,5.0,Good,Medium,College,Low,No,77.0,60.0
Male,20.0,80.0,28.0,8.0,2.5,2,5.0,Good,Low,College,Low,No,65.0,67.0
Female,20.0,71.0,22.0,8.0,2.5,4,5.0,Good,Medium,College,Low,No,58.0,65.0
Male,20.0,98.0,13.0,5.0,2.5,3,5.0,Good,High,High School,High,No,89.0,70.0
Male,20.0,79.0,14.0,9.0,2.5,4,5.0,Good,Medium,High School,Medium,No,74.0,64.0
Male,20.0,62.0,30.0,6.0,2.5,4,5.0,Good,Medium,High School,Low,No,63.0,68.0
Female,20.0,89.0,14.0,6.0,2.5,4,5.0,Good,High,College,Medium,No,82.0,69.0
Female,20.0,73.0,13.0,7.0,2.5,3,5.0,Good,High,College,High,No,60.0,65.0
Male,20.0,86.0,27.0,6.0,2.5,3,5.0,Good,Medium,High School,High,No,74.0,71.0
Female,20.0,71.0,22.0,8.0,2.5,4,5.0,Good,Low,High School,Medium,No,60.0,65.0
Male,20.0,83.0,14.0,8.0,2.5,2,5.0,Good,Low,High School,High,No,88.0,65.0
Female,20.0,91.0,21.0,6.0,2.5,2,5.0,Good,High,College,Medium,No,66.0,68.0
Female,20.0,97.0,14.0,7.0,2.5,3,5.0,Good,High,High School,Low,No,72.0,66.0
Male,20.0,70.0,27.0,7.0,2.5,3,5.0,Good,Medium,High School,High,No,88.0,65.0
Male,20.0,73.0,26.0,8.0,2.5,4,5.0,Good,Low,College,Medium,No,83.0,71.0
Female,20.0,79.0,23.0,6.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,70.0,68.0
Male,20.0,97.0,22.0,6.0,2.5,2,5.0,Good,Medium,College,High,No,54.0,70.0
Female,20.0,96.0,31.0,5.0,2.5,2,5.0,Good,Low,College,Low,No,96.0,74.0
Male,20.0,64.0,20.0,6.0,2.5,2,5.0,Good,High,High School,Low,No,50.0,62.0
Female,20.0,65.0,13.0,5.0,2.5,2,5.0,Good,Low,High School,Medium,No,87.0,61.0
Male,20.0,80.0,23.0,6.0,2.5,3,5.0,Good,Medium,High School,Medium,No,97.0,70.0
Male,20.0,64.0,33.0,9.0,2.5,2,5.0,Good,Medium,College,Medium,No,65.0,65.0
Male,20.0,74.0,14.0,8.0,2.5,2,5.0,Good,High,High School,Low,No,54.0,62.0
Female,20.0,66.0,18.0,9.0,2.5,4,5.0,Good,Medium,High School,High,No,62.0,65.0
Male,20.0,85.0,22.0,6.0,2.5,4,5.0,Good,Low,College,Low,No,66.0,68.0
Male,20.0,98.0,20.0,4.0,2.5,1,5.0,Good,Medium,High School,Medium,No,73.0,70.0
Female,20.0,100.0,14.0,7.0,2.5,3,5.0,Good,Low,Postgraduate,Medium,No,76.0,68.0
Female,20.0,75.0,27.0,10.0,2.5,6,5.0,Good,Medium,Postgraduate,Medium,No,86.0,69.0
Male,20.0,84.0,34.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,95.0,73.0
Female,20.0,94.0,21.0,7.0,2.5,5,5.0,Good,Medium,College,Medium,No,73.0,71.0
Female,20.0,65.0,15.0,5.0,2.5,4,5.0,Good,Medium,High School,Low,No,87.0,63.0
Male,20.0,88.0,11.0,7.0,2.5,2,5.0,Good,Low,College,Medium,No,56.0,66.0
Male,20.0,76.0,22.0,7.0,2.5,4,5.0,Good,Low,Postgraduate,Low,No,66.0,67.0
Female,20.0,68.0,27.0,4.0,2.5,1,5.0,Good,Medium,High School,Low,No,56.0,64.0
Female,20.0,76.0,23.0,5.0,2.5,3,5.0,Good,Medium,High School,Medium,No,85.0,66.0
Male,20.0,63.0,20.0,5.0,2.5,3,5.0,Good,Medium,College,High,No,95.0,69.0
Male,20.0,88.0,16.0,5.0,2.5,6,5.0,Good,High,College,Medium,No,94.0,72.0
Male,20.0,70.0,13.0,6.0,2.5,4,5.0,Good,Medium,High School,Medium,No,66.0,63.0
Female,20.0,72.0,25.0,8.0,2.5,2,5.0,Good,Medium,High School,Low,No,62.0,67.0
Male,20.0,65.0,25.0,6.0,2.5,4,5.0,Good,Medium,College,Medium,No,64.0,64.0
Male,20.0,95.0,11.0,9.0,2.5,4,5.0,Good,High,High School,Low,No,64.0,68.0
Female,20.0,80.0,30.0,6.0,2.5,3,5.0,Good,High,High School,High,No,54.0,71.0
Female,20.0,83.0,23.0,7.0,2.5,4,5.0,Good,Medium,High School,Medium,No,57.0,67.0
Male,20.0,83.0,28.0,8.0,2.5,5,5.0,Good,Medium,Postgraduate,Low,No,61.0,67.0
Male,20.0,76.0,12.0,9.0,2.5,3,5.0,Good,Medium,College,Medium,No,50.0,64.0
Male,20.0,68.0,12.0,6.0,2.5,3,5.0,Good,Low,College,High,No,52.0,63.0
Male,20.0,90.0,19.0,8.0,2.5,4,5.0,Good,Medium,College,Medium,No,85.0,72.0
Female,20.0,65.0,23.0,6.0,2.5,2,5.0,Good,Low,High School,Low,No,81.0,63.0
Female,20.0,64.0,31.0,10.0,2.5,4,5.0,Good,Low,High School,Medium,No,97.0,67.0
Male,20.0,88.0,24.0,5.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,70.0,68.0
Male,20.0,68.0,19.0,8.0,2.5,3,5.0,Good,High,College,Low,No,72.0,64.0
Male,20.0,72.0,14.0,9.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,53.0,65.0
Female,20.0,79.0,27.0,5.0,2.5,1,5.0,Good,High,Postgraduate,Medium,No,58.0,68.0
Male,20.0,78.0,14.0,8.0,2.5,4,5.0,Good,Medium,High School,Low,No,85.0,66.0
Female,20.0,88.0,30.0,6.0,2.5,5,5.0,Good,High,College,Low,No,62.0,73.0
Female,20.0,85.0,18.0,10.0,2.5,3,5.0,Good,Medium,High School,High,No,89.0,68.0
Male,20.0,86.0,30.0,4.0,2.5,5,5.0,Good,High,Postgraduate,Medium,No,85.0,72.0
Female,20.0,89.0,24.0,5.0,2.5,0,5.0,Good,Medium,High School,High,No,87.0,70.0
Female,20.0,72.0,19.0,5.0,2.5,4,5.0,Good,High,College,Low,No,85.0,66.0
Female,20.0,73.0,17.0,5.0,2.5,1,5.0,Good,High,College,Medium,No,85.0,66.0
Female,20.0,78.0,18.0,8.0,2.5,4,5.0,Good,Medium,College,Medium,No,77.0,66.0
Male,20.0,72.0,23.0,10.0,2.5,2,5.0,Good,Low,High School,Low,No,84.0,65.0
Male,20.0,99.0,20.0,9.0,2.5,5,5.0,Good,High,College,Low,No,76.0,71.0
Female,20.0,93.0,16.0,7.0,2.5,1,5.0,Good,Medium,High School,Medium,No,60.0,66.0
Female,20.0,67.0,19.0,7.0,2.5,4,5.0,Good,High,College,Medium,No,61.0,63.0
Female,20.0,60.0,20.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,70.0,63.0
Male,20.0,62.0,7.0,8.0,2.5,3,5.0,Good,Low,College,Medium,No,51.0,58.0
Female,20.0,70.0,23.0,7.0,2.5,3,5.0,Good,Low,High School,Medium,No,94.0,68.0
Male,20.0,65.0,14.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,63.0,61.0
Male,20.0,81.0,13.0,6.0,2.5,4,5.0,Good,Low,High School,Low,No,53.0,65.0
Male,20.0,94.0,10.0,5.0,2.5,3,5.0,Good,Medium,High School,High,No,71.0,67.0
Male,20.0,89.0,9.0,7.0,2.5,3,5.0,Good,Medium,Postgraduate,High,No,91.0,67.0
Male,20.0,69.0,12.0,7.0,2.5,4,5.0,Good,Medium,High School,Medium,No,70.0,62.0
Female,20.0,76.0,16.0,6.0,2.5,1,5.0,Good,High,High School,Low,No,63.0,86.0
Male,20.0,80.0,32.0,6.0,2.5,5,5.0,Good,Low,College,Medium,No,77.0,71.0
Male,20.0,92.0,17.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,79.0,70.0
Male,20.0,94.0,21.0,8.0,2.5,3,5.0,Good,Medium,College,Medium,No,88.0,71.0
Male,20.0,96.0,22.0,10.0,2.5,3,5.0,Good,High,College,Low,No,90.0,71.0
Female,20.0,80.0,21.0,9.0,2.5,3,5.0,Good,Low,College,High,No,85.0,70.0
Male,20.0,88.0,20.0,5.0,2.5,5,5.0,Good,Medium,High School,Low,No,50.0,67.0
Male,20.0,64.0,13.0,7.0,2.5,4,5.0,Good,High,High School,Medium,No,50.0,60.0
Female,20.0,83.0,29.0,5.0,2.5,4,5.0,Good,Medium,College,Medium,No,99.0,73.0
Female,20.0,70.0,31.0,4.0,2.5,2,5.0,Good,High,High School,Medium,No,63.0,67.0
Female,20.0,77.0,10.0,10.0,2.5,3,5.0,Good,High,College,Low,No,64.0,62.0
Female,20.0,85.0,14.0,9.0,2.5,3,5.0,Good,High,College,Medium,No,87.0,67.0
Female,20.0,70.0,18.0,6.0,2.5,2,5.0,Good,Medium,College,Medium,No,79.0,65.0
Male,20.0,62.0,14.0,9.0,2.5,6,5.0,Good,Medium,High School,Low,No,73.0,61.0
Female,20.0,60.0,23.0,9.0,2.5,4,5.0,Good,Low,High School,Low,No,56.0,61.0
Female,20.0,61.0,16.0,4.0,2.5,2,5.0,Good,Low,High School,Low,No,54.0,60.0
Male,20.0,60.0,33.0,8.0,2.5,3,5.0,Good,Low,High School,Low,No,85.0,68.0
Female,20.0,64.0,27.0,6.0,2.5,5,5.0,Good,Low,College,Low,No,56.0,65.0
Female,20.0,70.0,21.0,8.0,2.5,1,5.0,Good,Low,Postgraduate,Medium,No,72.0,67.0
Male,20.0,69.0,26.0,10.0,2.5,2,5.0,Good,Low,Postgraduate,Medium,No,87.0,67.0
Male,20.0,99.0,27.0,9.0,2.5,2,5.0,Good,Low,College,High,No,96.0,74.0
Female,20.0,72.0,17.0,7.0,2.5,2,5.0,Good,Low,High School,Medium,No,94.0,64.0
Male,20.0,65.0,15.0,9.0,2.5,3,5.0,Good,Low,College,Low,No,93.0,64.0
Male,20.0,82.0,20.0,4.0,2.5,3,5.0,Good,Medium,High School,Low,No,68.0,67.0
Female,20.0,94.0,25.0,8.0,2.5,3,5.0,Good,High,High School,Medium,No,96.0,74.0
Male,20.0,87.0,21.0,8.0,2.5,2,5.0,Good,High,College,Low,No,84.0,69.0
Male,20.0,72.0,11.0,8.0,2.5,2,5.0,Good,High,High School,Low,No,94.0,62.0
Female,20.0,82.0,15.0,6.0,2.5,2,5.0,Good,Medium,College,Medium,No,54.0,66.0
Female,20.0,89.0,20.0,8.0,2.5,3,5.0,Good,Low,College,Medium,No,52.0,69.0
Male,20.0,89.0,20.0,8.0,2.5,1,5.0,Good,Medium,Postgraduate,Medium,No,71.0,68.0
Female,20.0,87.0,32.0,4.0,2.5,2,5.0,Good,Medium,High School,High,No,91.0,74.0
Male,20.0,95.0,12.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,70.0,68.0
Male,20.0,95.0,23.0,6.0,2.5,3,5.0,Good,High,High School,Medium,No,94.0,73.0
Male,20.0,83.0,29.0,8.0,2.5,5,5.0,Good,Low,College,High,No,62.0,70.0
Female,20.0,77.0,34.0,9.0,2.5,4,5.0,Good,Medium,High School,Medium,No,52.0,69.0
Male,20.0,86.0,18.0,6.0,2.5,2,5.0,Good,Medium,College,Medium,No,88.0,68.0
Male,20.0,93.0,23.0,5.0,2.5,1,5.0,Good,High,College,Low,No,81.0,71.0
Female,20.0,60.0,23.0,7.0,2.5,2,5.0,Good,Low,College,High,No,72.0,64.0
Male,20.0,100.0,21.0,5.0,2.5,3,5.0,Good,Low,Postgraduate,Low,No,92.0,71.0
Female,20.0,67.0,19.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,91.0,65.0
Male,20.0,79.0,23.0,7.0,2.5,3,5.0,Good,High,Postgraduate,High,No,66.0,68.0
Female,20.0,95.0,5.0,8.0,2.5,2,5.0,Good,Low,College,Low,No,92.0,67.0
Male,20.0,69.0,24.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,67.0,67.0
Male,20.0,79.0,21.0,7.0,2.5,4,5.0,Good,Low,High School,Medium,No,81.0,67.0
Male,20.0,65.0,19.0,9.0,2.5,3,5.0,Good,Low,Postgraduate,Low,No,60.0,63.0
Female,20.0,76.0,32.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,63.0,68.0
Female,20.0,67.0,16.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,72.0,66.0
Male,20.0,75.0,18.0,7.0,2.5,4,5.0,Good,High,High School,High,No,66.0,67.0
Female,20.0,75.0,32.0,6.0,2.5,2,5.0,Good,Medium,College,Medium,No,56.0,68.0
Male,20.0,100.0,15.0,5.0,2.5,3,5.0,Good,Medium,Postgraduate,High,No,74.0,72.0
Female,20.0,100.0,17.0,5.0,2.5,3,5.0,Good,Low,Postgraduate,Low,No,76.0,70.0
Female,20.0,65.0,19.0,9.0,2.5,4,5.0,Good,Low,High School,Medium,No,58.0,62.0
Female,20.0,89.0,25.0,6.0,2.5,2,5.0,Good,Medium,College,Low,No,59.0,69.0
Female,20.0,62.0,21.0,7.0,2.5,4,5.0,Good,Low,High School,Low,No,51.0,61.0
Female,20.0,61.0,12.0,7.0,2.5,2,5.0,Good,Low,High School,Low,No,52.0,58.0
Male,20.0,64.0,17.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,68.0,63.0
Female,20.0,99.0,16.0,9.0,2.5,3,5.0,Good,High,College,Medium,No,57.0,71.0
Female,20.0,98.0,20.0,7.0,2.5,3,5.0,Good,Low,College,Low,No,96.0,70.0
Female,20.0,68.0,23.0,6.0,2.5,3,5.0,Good,Medium,High School,Low,No,60.0,64.0
Male,20.0,66.0,23.0,6.0,2.5,1,5.0,Good,Low,College,Medium,No,53.0,63.0
Male,20.0,70.0,9.0,8.0,2.5,3,5.0,Good,Low,College,Medium,No,70.0,63.0
Female,20.0,81.0,26.0,8.0,2.5,5,5.0,Good,High,Postgraduate,Low,No,60.0,71.0
Female,20.0,83.0,22.0,8.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,53.0,65.0
Male,20.0,69.0,28.0,7.0,2.5,2,5.0,Good,Low,High School,Low,No,88.0,68.0
Male,20.0,90.0,23.0,5.0,2.5,3,5.0,Good,High,High School,Medium,No,78.0,70.0
Female,20.0,72.0,27.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,53.0,68.0
Male,20.0,97.0,23.0,7.0,2.5,1,5.0,Good,Medium,High School,Low,No,73.0,69.0
Male,20.0,86.0,28.0,7.0,2.5,5,5.0,Good,Medium,College,Medium,No,52.0,70.0
Male,20.0,77.0,23.0,5.0,2.5,3,5.0,Good,Low,High School,High,No,68.0,67.0
Female,20.0,92.0,19.0,6.0,2.5,2,5.0,Good,Medium,High School,Medium,No,68.0,69.0
Female,20.0,93.0,34.0,6.0,2.5,3,5.0,Good,Low,High School,High,No,91.0,73.0
Male,20.0,72.0,25.0,8.0,2.5,3,5.0,Good,Low,Postgraduate,Medium,No,87.0,68.0
Female,20.0,74.0,23.0,8.0,2.5,2,5.0,Good,Medium,College,Low,No,95.0,67.0
Female,20.0,97.0,12.0,7.0,2.5,4,5.0,Good,Low,College,Low,No,57.0,67.0
Male,20.0,67.0,12.0,8.0,2.5,3,5.0,Good,Medium,College,Low,No,77.0,64.0
Male,20.0,62.0,22.0,9.0,2.5,2,5.0,Good,Medium,High School,Low,No,51.0,63.0
Female,20.0,78.0,21.0,8.0,2.5,5,5.0,Good,Medium,Postgraduate,Medium,No,91.0,67.0
Male,20.0,92.0,16.0,8.0,2.5,2,5.0,Good,Medium,High School,Medium,No,68.0,70.0
Female,20.0,91.0,21.0,6.0,2.5,3,5.0,Good,High,Postgraduate,Medium,No,53.0,71.0
Male,20.0,97.0,30.0,6.0,2.5,2,5.0,Good,High,College,Medium,No,66.0,74.0
Male,20.0,81.0,24.0,9.0,2.5,3,5.0,Good,High,High School,High,No,64.0,70.0
Female,20.0,64.0,13.0,6.0,2.5,2,5.0,Good,Medium,College,Medium,No,88.0,59.0
Male,20.0,84.0,19.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,56.0,64.0
Female,20.0,91.0,15.0,10.0,2.5,3,5.0,Good,Low,High School,Medium,No,78.0,67.0
